pool_id,pool_label,treated_code,treated_name,treatment_status,unit_role,outcome_type,industry,att_index_pts,pre_mspe,n_donors,base_value,att_pct,att_raw
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Arts and recreation services,17.34702229033846,18.562030367143983,917,0.379,0.17347022290338462,0.06574521448038277
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Retail trade,-3.295200908604324,0.48479336341948553,949,1.687,-0.03295200908604324,-0.05559003932815495
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Employment,Total,-7.695596918236606,5.040288994937725,963,20.593,-0.07695596918236607,-1.5847542733724644
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Accommodation and food services,-10.042195985383248,0.1522620174606275,948,8793,-0.10042195985383248,-883.010292994749
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Arts and recreation services,-6.008569260920481,26.03923473006558,927,13500,-0.060085692609204815,-811.156850224265
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Retail trade,-9.403644269158155,2.8747182838500747,950,17364,-0.09403644269158155,-1632.8487908966222
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Median income,Total,-2.703210827345688,5.284994438676105,963,26808,-0.027032108273456878,-724.676758594832
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Population,Population,-26.69061485143553,0.6080102207493381,964,24217,-0.2669061485143553,-6463.666198572142
P3,Capital cities only (exc. Greater Sydney),117031338,Waterloo - Beaconsfield,Spillover,spillover,Rent,Rent (monthly avg),22.08877566932736,NA,NA,1693,0.22088775669327362,373.9629720817122
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Accommodation and food services,15.5632193640606,22.34257130222707,948,1.469,0.15563219364060601,0.22862369245805025
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Arts and recreation services,0.5323012880651751,1.5428362355479113,926,0.315,0.0053230128806517505,0.0016767490574053014
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Retail trade,-7.614790682707368,0.02841408310699735,950,1.022,-0.07614790682707367,-0.07782316077726929
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Employment,Total,-3.0132739102429724,2.9499699679620717,963,16.222,-0.030132739102429723,-0.488813293719615
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Accommodation and food services,-16.12320177257965,58.45761773379757,950,6461,-0.1612320177257965,-1041.7200665263713
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Arts and recreation services,-19.977359236464945,22.500271653747618,927,12327,-0.19977359236464945,-2462.609073079034
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Retail trade,-29.289882829717815,158.1316226685807,945,18250,-0.29289882829717817,-5345.403616423501
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Median income,Total,-8.815904611321294,8.656909116535775,962,21152,-0.08815904611321294,-1864.74014338668
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Population,Population,-5.821435114037851,0.0129541480404786,964,17195,-0.05821435114037851,-1000.9957678588086
P3,Capital cities only (exc. Greater Sydney),118011341,Bondi Junction - Waverly,Spillover,spillover,Rent,Rent (monthly avg),12.834343556900397,NA,NA,2050,0.12834343556900396,263.1040429164581
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Employment,Accommodation and food services,-5.628656648597887,0.6821904480546273,950,1.107,-0.05628656648597887,-0.06230922909997861
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Employment,Arts and recreation services,-1.7799435999791744,6.5804467879874995,921,0.292,-0.017799435999791745,-0.005197435311939189
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Employment,Retail trade,-8.678711152293799,2.828792365810098,950,0.934,-0.08678711152293798,-0.08105916216242408
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Employment,Total,-6.939603514442299,0.3502216217343428,964,14.317,-0.069396035144423,-0.993543035162704
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Median income,Accommodation and food services,-6.309716172690787,0.5643155940809048,950,7696,-0.06309716172690787,-485.59575665028296
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Median income,Arts and recreation services,-3.3973287313263207,127.38303121523566,927,15659,-0.033973287313263205,-531.9877060383885
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Median income,Retail trade,-10.367481567811724,7.565436624405695,950,18079,-0.10367481567811725,-1874.3369926446817
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Median income,Total,2.826740122936004,6.434690203759486,963,31797,0.028267401229360042,898.8185568899613
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Population,Population,-7.157299162724821,0.01785115516606558,964,15672,-0.07157299162724821,-1121.691924782234
P3,Capital cities only (exc. Greater Sydney),118011345,Paddington - Moore Park,Spillover,spillover,Rent,Rent (monthly avg),13.689432535810484,NA,NA,2032,0.13689432535810483,278.169269127669
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Employment,Accommodation and food services,-16.821118723646567,3.5410065638498063,950,0.655,-0.16821118723646566,-0.11017832763988501
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Employment,Arts and recreation services,-11.505603802488928,16.365687230343433,924,0.294,-0.11505603802488927,-0.033826475179317445
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Employment,Retail trade,-15.824591103358628,2.7187847214262546,950,0.662,-0.1582459110335863,-0.10475879310423412
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Employment,Total,-13.926052947890224,1.0357017078696955,963,13.266,-0.13926052947890225,-1.8474301840671172
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Median income,Accommodation and food services,1.079762822010719,2.4164014204416553,948,9195,0.01079762822010719,99.2841914838856
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Median income,Arts and recreation services,-13.182107065272854,1.3485705607655507,927,13773,-0.13182107065272855,-1815.5716061000303
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Median income,Retail trade,-10.69791123027012,15.039005327784563,950,19269,-0.10697911230270121,-2061.3805149607497
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Median income,Total,6.017844526810769,1.145820145238707,963,42573,0.06017844526810769,2561.976950399149
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Population,Population,-6.975117370328121,9.152738547895624e-4,963,15886,-0.06975117370328121,-1108.0671454503254
P3,Capital cities only (exc. Greater Sydney),120021387,Balmain,Spillover,spillover,Rent,Rent (monthly avg),11.492049378766952,NA,NA,1953,0.11492049378766951,224.43972436731855
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Accommodation and food services,-6.3939720827419295,14.000727457017025,950,1.311,-0.06393972082741929,-0.08382497400474669
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Arts and recreation services,-3.398419433362944,5.040720764118815,923,0.534,-0.03398419433362944,-0.01814755977415812
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Retail trade,-4.522532315763857,0.571995308209436,950,1.35,-0.04522532315763857,-0.06105418626281207
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Employment,Total,-7.059879866129296,8.289048313065457e-4,964,22.014,-0.07059879866129296,-1.5541619537297031
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Accommodation and food services,-3.3188570567798124,2.4968960560478637,950,8149.5,-0.03318857056779812,-270.4702558422708
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Arts and recreation services,12.636851739994606,38.892882800579045,925,12441,0.12636851739994606,1572.150724972729
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Retail trade,-9.991175989301055,25.145779094003625,950,16755,-0.09991175989301056,-1674.021537007392
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Median income,Total,3.980220151857603,15.0808181402806,963,34476,0.03980220151857603,1372.2206995544273
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Population,Population,-6.323403792609798,0.00283362915728002,964,26300,-0.06323403792609798,-1663.0551974563768
P3,Capital cities only (exc. Greater Sydney),120021388,Leichhardt - Annandale,Spillover,spillover,Rent,Rent (monthly avg),8.62339699153867,NA,NA,1899,0.08623396991538669,163.75830886931934
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Accommodation and food services,-8.152357485560882,18.867494718820183,950,0.648,-0.08152357485560882,-0.05282727650643452
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Arts and recreation services,0.4165679149359131,1.0943453204415816,926,0.266,0.004165679149359131,0.001108070653729529
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Retail trade,-3.74565640724987,3.630906169305069,950,0.623,-0.0374565640724987,-0.02333543941716669
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Employment,Total,-5.342142954974953,0.8684789302995017,964,11.495,-0.05342142954974953,-0.6140793326743708
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Accommodation and food services,-3.480413865826241,99.00422665904765,949,8382,-0.03480413865826241,-291.7282902335555
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Arts and recreation services,-12.654883198997515,421.2278023629477,927,13288,-0.12654883198997516,-1681.58087948279
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Retail trade,-18.849019042870516,2.627549396420659,950,19070,-0.18849019042870516,-3594.5079314754075
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Median income,Total,6.005945357238734,11.843819144712835,963,39388,0.060059453572387345,2365.6217573091926
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Population,Population,-6.939113199146189,0.00226602641445715,964,14031,-0.0693911319914619,-973.6269729722019
P3,Capital cities only (exc. Greater Sydney),120021389,Lilyfield - Rozelle,Spillover,spillover,Rent,Rent (monthly avg),15.111642527816924,NA,NA,1965,0.15111642527816924,296.94377567160257
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Employment,Accommodation and food services,-12.262539750230616,3.297259284415758,950,1.76,-0.12262539750230615,-0.21582069960405884
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Employment,Retail trade,-5.751898842166445,10.182186269404417,950,0.804,-0.057518988421664446,-0.046245266691018215
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Employment,Total,-4.198585573089484,0.9744882409125404,964,13.419,-0.04198585573089484,-0.5634081980528779
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Median income,Accommodation and food services,-3.2204834537620406,7.52484123823065,947,7085,-0.03220483453762041,-228.1712526990406
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Median income,Retail trade,7.886035724658835,19.626464834691248,949,15451,0.07886035724658835,1218.4713798170367
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Median income,Total,3.1486211090135705,7.310387404190393,963,19963,0.031486211090135705,628.5592319923791
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Population,Population,-18.32498835430251,0.00165391874544378,964,11251,-0.18324988354302507,-2061.744439742575
P3,Capital cities only (exc. Greater Sydney),117031329,Darlinghurst,Full,treated,Rent,Rent (monthly avg),11.025220464869008,NA,NA,1967,0.11025220464869008,216.86608654397338
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Accommodation and food services,-13.523686956372872,0.6153556943724106,950,2.951,-0.1352368695637287,-0.39908400208256345
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Arts and recreation services,-4.489782880081518,24.159358093858877,925,0.511,-0.04489782880081518,-0.022942790517216555
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Retail trade,-7.9035565846809535,5.026867843262387,950,1.415,-0.07903556584680954,-0.11183532567323551
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Employment,Total,-6.357008666087917,1.4634365157763165,964,24.612,-0.06357008666087917,-1.564586972897558
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Accommodation and food services,-2.003979472022479,6.346239783873791,949,6693,-0.02003979472022479,-134.1263460624645
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Arts and recreation services,3.232463778120767,31.868209516945857,927,10369,0.03232463778120767,335.17416915334235
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Retail trade,6.778401502206833,10.24362592019909,950,14126,0.06778401502206834,957.5169962017374
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Median income,Total,14.050739791992784,7.1248204671724915,962,15069,0.14050739791992783,2117.3059792553927
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Population,Population,-8.490785699547514,0.06960921468475077,964,20247,-0.08490785699547514,-1719.1293805873852
P3,Capital cities only (exc. Greater Sydney),117031333,Potts Point - Woolloomooloo,Full,treated,Rent,Rent (monthly avg),7.324398388417908,NA,NA,1835,0.07324398388417908,134.4027104274686
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Employment,Accommodation and food services,-17.739190903359518,1.4254234569797505e-5,950,3.617,-0.17739190903359517,-0.6416265349745137
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Employment,Arts and recreation services,12.249814270057646,1.0721404945063882,927,0.544,0.12249814270057646,0.0666389896291136
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Employment,Retail trade,2.267400849957459,6.989485689781131,950,1.546,0.02267400849957459,0.035054017140342314
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Employment,Total,-9.690357068370728,0.06650457984652079,963,22.047,-0.09690357068370728,-2.1364330228636943
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Median income,Accommodation and food services,-11.207552631764704,7.449172184976894e-4,950,6579.5,-0.11207552631764704,-737.4009254069587
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Median income,Arts and recreation services,-31.252907007593468,2.519997137869272,927,25000,-0.31252907007593467,-7813.226751898366
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Median income,Retail trade,-14.599078435749677,60.006918519101845,950,10802,-0.14599078435749677,-1576.99245262968
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Median income,Total,-13.123264196719042,0.7329384329789859,959,17443.5,-0.13123264196719042,-2289.156590154686
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Population,Population,-10.509768370308825,0.00598538612978441,964,20823,-0.10509768370308825,-2188.449067749407
P3,Capital cities only (exc. Greater Sydney),117031334,Pyrmont - Ultimo,Partial,treated,Rent,Rent (monthly avg),9.108780726730886,NA,NA,2072,0.09108780726730886,188.73393665786395
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Employment,Accommodation and food services,-1.1424392826994063,0.7020168876282208,950,2.481,-0.011424392826994064,-0.02834391860377227
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Employment,Retail trade,-2.5344444090807037,3.2123914666117948,950,1.266,-0.025344444090807036,-0.032086066218961706
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Employment,Total,0.419134481712824,0.06321132384642973,964,19.175,0.0041913448171282406,0.08036903686843401
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Median income,Accommodation and food services,-7.998110942286992,6.093795333314873,950,7700,-0.07998110942286991,-615.8545425560983
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Median income,Retail trade,-11.588876074244364,23.63859701595663,949,17811,-0.11588876074244364,-2064.0947175836636
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Median income,Total,-7.28564008467482,19.101996073005253,962,22667,-0.0728564008467482,-1651.4360379932414
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Population,Population,-4.387796611560927,0.00521778862664309,962,16961,-0.04387796611560927,-744.2141832868488
P3,Capital cities only (exc. Greater Sydney),117031336,Surry Hills,Partial,treated,Rent,Rent (monthly avg),12.071395858203752,NA,NA,1834,0.12071395858203753,221.38940003945683
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Accommodation and food services,7.661670966852914,0.4040327958174482,950,10.362,0.07661670966852914,0.7939023455852989
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Arts and recreation services,21.29525031484319,0.6843789525001682,926,0.622,0.21295250314843192,0.13245645695832464
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Retail trade,8.692253712625366,9.435365298913034,949,2.829,0.08692253712625365,0.2459038575301716
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Employment,Total,8.326182274440386,0.23616518375996276,964,43.906,0.08326182274440386,3.6556935894157956
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Accommodation and food services,3.707521288315469,1.810582317603247e-4,950,5669,0.03707521288315469,210.17938183460396
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Arts and recreation services,-14.258409550759175,0.00416197209876114,927,7170,-0.14258409550759177,-1022.3279647894329
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Retail trade,-4.430991044167638,13.51599209074324,948,8909,-0.044309910441676384,-394.7569921248949
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Median income,Total,5.123469795524611,31.230345522194625,961,7215,0.05123469795524611,369.65834574710067
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Population,Population,-14.425098030447886,0.00206739700216646,964,25763,-0.14425098030447886,-3716.338005584289
P3,Capital cities only (exc. Greater Sydney),117031337,Sydney - Haymarket - The Rocks,Full,treated,Rent,Rent (monthly avg),17.72511412510638,NA,NA,2262,0.1772511412510638,400.94208150990636
P4,NA,117031329,Darlinghurst,Full,NA,Rent,Rent (monthly avg),10.437698335122025,NA,NA,1967,0.10437698335122025,205.30952625185023
P4,NA,117031333,Potts Point - Woolloomooloo,Full,NA,Rent,Rent (monthly avg),6.64655420046088,NA,NA,1835,0.0664655420046088,121.96426957845715
P4,NA,117031334,Pyrmont - Ultimo,Partial,NA,Rent,Rent (monthly avg),8.519380008205264,NA,NA,2072,0.08519380008205264,176.52155377001307
P4,NA,117031336,Surry Hills,Partial,NA,Rent,Rent (monthly avg),11.425462256113072,NA,NA,1834,0.11425462256113071,209.54297777711372
P4,NA,117031337,Sydney - Haymarket - The Rocks,Full,NA,Rent,Rent (monthly avg),16.048430022882567,NA,NA,2262,0.16048430022882568,363.0154871176037
